Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
"The Good, The Bad, The Weird",2008,139 min.,Jee-woon Kim,Byung-hun Lee,Kang-ho Song,Action Comedy
Super 8,2011,112 min.,J.J. Abrams,Joel Courtney,Elle Fanning,Action Thriller
Wonder Boys,2000,111 min.,Curtis Hanson,Michael Douglas,Tobey Maguire,Comedy
The Imitation Game,2014,113 min.,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,Based-on-20th-Century-Literature
"I Love You, Man",2009,105 min.,John Hamburg,Paul Rudd,Rashida Jones,Buddy Film
Animal Kingdom,2010,112 min.,David Michôd,James Frecheville,Jacki Weaver,Coming-of-Age
White Christmas,1954,120 min.,Michael Curtiz,Bing Crosby,Danny Kaye,Comedy
Starman,1984,115 min.,John Carpenter,Richard Jaeckel,Jeff Bridges,Fantasy
Fruitvale Station,2013,90 min.,Ryan Coogler,Michael B. Jordan,Octavia Spencer,Based-on-a-True-Story
The Hidden,1987,96 min.,Jack Sholder,Michael Nouri,Kyle MacLachlan,Action
Big Hero 6,2014,102 min.,"Don Hall, Chris Williams",Ryan Potter,Scott Adsit,Action
Taste of Cherry,1997,95 min.,Abbas Kiarostami,Abdolrahman Bagheri,Afshin Khorshid Bakhtiari,Drama
Primal Fear,1996,129 min.,Gregory Hoblit,Richard Gere,Laura Linney,Courtroom Drama
Sideways,2004,126 min.,Alexander Payne,Paul Giamatti,Thomas Haden Church,Buddy Film
The Ascent,1977,111 min.,Larisa Shepitko,Boris Plotnikov,Vladimir Gostyukhin,Anti-War Film
Marnie,1964,130 min.,Alfred Hitchcock,Tippi Hedren,Sean Connery,Melodrama
The Mummy,1999,124 min.,Stephen Sommers,Brendan Fraser,Rachel Weisz,Action Comedy
The Human Condition II: Road to Eternity,1959,181 min.,Masaki Kobayashi,Tatsuya Nakadai,Michiyo Aratama,Anti-War Film
Dodsworth,1936,101 min.,William Wyler,Mary Astor,Walter Huston,Based-on-20th-Century-Literature
Manon of the Spring,1986,113 min.,Claude Berri,Yves Montand,Daniel Auteuil,Based-on-20th-Century-Literature
Inland Empire,2006,180 min.,David Lynch,Harry Dean Stanton,Laura Dern,Avant-garde / Experimental
Theater of Blood,1973,104 min.,Douglas Hickox,Vincent Price,Coral Browne,Black Comedy
Ichi the Killer,2001,129 min.,Takashi Miike,Tadanobu Asano,Nao Omori,Based-on-Comics
Dr. Horrible's Sing-Along Blog,2008,42 min.,Joss Whedon,Neil Patrick Harris,Lance Lanfear,Comedy
Letters from Iwo Jima,2006,141 min.,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,Anti-War Film
Star Trek III: The Search for Spock,1984,105 min.,Leonard Nimoy,William Shatner,Leonard Nimoy,Action Thriller
A Trip to the Moon,1902,14 min.,Georges Méliès,Victor Andre,Bleuette Bernon,Adventure
An Education,2009,95 min.,Lone Scherfig,Carey Mulligan,Peter Sarsgaard,Coming-of-Age
Meet the Parents,2000,108 min.,Jay Roach,Ben Stiller,Robert De Niro,Comedy
Buffalo '66,1998,110 min.,Vincent Gallo,Ben Gazzara,Rosanna Arquette,Comedy Drama
Good Bye Lenin!,2003,121 min.,Wolfgang Becker,Daniel Brühl,Katrin Sass,Comedy Drama
They Live by Night,1948,95 min.,Nicholas Ray,Howard Da Silva,Jay C. Flippen,Crime Drama
Crimson Tide,1995,123 min.,Tony Scott,Denzel Washington,Gene Hackman,Action
Deadpool 2,2018,120 min.,David Leitch,Ryan Reynolds,Josh Brolin,Action Comedy
The Brothers Bloom,2008,113 min.,Rian Johnson,Rachel Weisz,Adrien Brody,Adventure Comedy
The Marriage of Maria Braun,1979,120 min.,Rainer Werner Fassbinder,Klaus Löwitsch,Hanna Schygulla,Drama
Half Nelson,2006,106 min.,Ryan Fleck,Ryan Gosling,Shareeka Epps,Addiction Drama
The 'Burbs,1989,101 min.,Joe Dante,Tom Hanks,Bruce Dern,Black Comedy
A Better Tomorrow,1986,95 min.,John Woo,Leslie Cheung,Lung Ti,Action Thriller
The Girl with the Dragon Tattoo,2009,152 min.,Niels Arden Oplev,Sven-Bertil Taube,Michael Nyqvist,Based-on-21st-Century-Literature
Paisan,1946,134 min.,Roberto Rossellini,Carmela Sazio,Robert Van Loon,Combat Films
A Room With a View,1985,117 min.,James Ivory,Helena Bonham Carter,Julian Sands,Comedy Drama
Napoleon Dynamite,2004,86 min.,Jared Hess,Efren Ramirez,Tina Majorino,Absurd Comedy
The Big Red One,1980,113 min.,Samuel Fuller,Lee Marvin,Mark Hamill,Action
The Pink Panther,1963,115 min.,Blake Edwards,David Niven,Robert Wagner,Caper
"I, Tonya",2017,119 min.,Craig Gillespie,Margot Robbie,Sebastian Stan,Based-on-a-True-Story
Tokyo Drifter,1966,89 min.,Seijun Suzuki,Tetsuya Watari,Chieko Matsubara,Action
The Bad Seed,1956,129 min.,Mervyn LeRoy,Nancy Kelly,Patty McCormack,Based-on-20th-Century-Literature
Catch-22,1970,122 min.,Mike Nichols,Alan Arkin,Martin Balsam,Based-on-20th-Century-Literature
Austin Powers: The Spy Who Shagged Me,1999,95 min.,Jay Roach,Mike Myers,Heather Graham,Absurd Comedy
First Reformed,2017,108 min.,Paul Schrader,Ethan Hawke,Amanda Seyfried,Drama
The World According to Garp,1982,136 min.,George Roy Hill,Mary Beth Hurt,John Lithgow,Comedy Drama
Pump up the Volume,1990,102 min.,Allan Moyle,Christian Slater,Mimi Kennedy,Coming-of-Age
The Fortune Cookie,1966,125 min.,Billy Wilder,Jack Lemmon,Judi West,Comedy of Manners
Smokey and the Bandit,1977,96 min.,Hal Needham,Burt Reynolds,Jerry Reed,Action Comedy
Metropolitan,1990,98 min.,Whit Stillman,Carolyn Farina,Edward Clements,Comedy Drama
The Bishop's Wife,1947,109 min.,Henry Koster,Cary Grant,James Gleason,Comedy
The Hitcher,1986,97 min.,Robert Harmon,Rutger Hauer,C. Thomas Howell,Crime Thriller
2046,2004,129 min.,Wong Kar-Wai,Tony Leung Chiu Wai,Li Gong,Drama
Straight Outta Compton,2015,157 min.,F. Gary Gray,Jason Mitchell,Corey Hawkins,Based-on-a-True-Story
Waltz with Bashir,2008,90 min.,Ari Folman,Ron Ben-Yishai,Ronny Dayag,Animation
Pirates of the Caribbean: Dead Man's Chest,2006,151 min.,Gore Verbinski,Johnny Depp,Orlando Bloom,Adventure Comedy
Us,2019,120 min.,Jordan Peele,Lupita Nyong'o,Winston Duke,Horror
Con Air,1997,115 min.,Simon West,Nicolas Cage,Ving Rhames,Action Thriller
Masculin Feminin,1966,105 min.,Jean-Luc Godard,Michel Debord,Jean-Pierre Léaud,Drama
Good Time,2017,100 min.,"Benny Safdie, Josh Safdie",Robert Pattinson,Ben Safdie,Caper
House of Usher,1960,79 min.,Roger Corman,Vincent Price,Mark Damon,Based-on-19th-Century-Literature
Opera,1987,107 min.,Dario Argento,Cristina Marsillach,Ian Charleson,Foreign Language Film
Bram Stoker's Dracula,1992,128 min.,Francis Ford Coppola,Gary Oldman,Winona Ryder,Based-on-19th-Century-Literature
Week End,1967,105 min.,Jean-Luc Godard,Jean Yanne,Jean-Pierre Kalfon,Avant-garde / Experimental
Chaplin,1992,143 min.,Richard Attenborough,Robert Downey Jr.,Geraldine Chaplin,Based-on-a-True-Story
Lars and the Real Girl,2007,106 min.,Craig Gillespie,Ryan Gosling,Emily Mortimer,Comedy Drama
Fury,2014,120 min.,David Ayer,Brad Pitt,Shia LaBeouf,Action
Enemy,2013,90 min.,Denis Villeneuve,Jake Gyllenhaal,Melanie Laurent,Based-on-21st-Century-Literature
Wuthering Heights,1939,104 min.,William Wyler,Merle Oberon,Laurence Olivier,Based-on-19th-Century-Literature
The Howling,1981,91 min.,Joe Dante,Dee Wallace,Patrick Macnee,Horror
The Last Starfighter,1984,101 min.,Nick Castle,Lance Guest,Dan O'Herlihy,Action
Open Your Eyes,1997,117 min.,Alejandro Amenábar,Eduardo Noriega,Penélope Cruz,Cyberpunk / Tech Noir
The Adventures of Prince Achmed,1926,66 min.,Lotte Reiniger,,,Adventure
Dead Man's Shoes,2004,90 min.,Shane Meadows,Paddy Considine,Gary Stretch,Crime
TRON,1982,96 min.,Steven Lisberger,Jeff Bridges,Bruce Boxleitner,Action
Kung Fu Panda,2008,92 min.,John Stevenson,Jack Black,Dustin Hoffman,Adventure
Rocky IV,1985,91 min.,Sylvester Stallone,Brigitte Nielsen,Sylvester Stallone,Drama
Certified Copy,2010,106 min.,Abbas Kiarostami,Juliette Binoche,William Shimell,Drama
Silkwood,1983,131 min.,Mike Nichols,Meryl Streep,Kurt Russell,Based-on-a-True-Story
THX 1138,1971,86 min.,George Lucas,Robert Duvall,Donald Pleasence,Action
Risky Business,1983,98 min.,Paul Brickman,Tom Cruise,Rebecca De Mornay,Comedy Drama
In America,2002,105 min.,Jim Sheridan,Paddy Considine,Sarah Bolger,Childhood Drama
Booksmart,2019,105 min.,Olivia Wilde,Kaitlyn Dever,Beanie Feldstein,Buddy Film
In the Bedroom,2001,138 min.,Todd Field,Sissy Spacek,Tom Wilkinson,Crime Drama
My Own Private Idaho,1991,104 min.,Gus Van Sant,River Phoenix,Keanu Reeves,Buddy Film
The Visitor,2007,104 min.,Tom McCarthy,Richard Jenkins,Haaz Sleiman,Drama
The Illusionist,2006,110 min.,Neil Burger,Edward Norton,Paul Giamatti,Costume Romance
Satantango,1994,450 min.,Béla Tarr,Janos Derzsi,Mihály Vig,Based-on-20th-Century-Literature
Paterson,2016,113 min.,Jim Jarmusch,Adam Driver,Golshifteh Farahani,Comedy Drama
The Curious Case of Benjamin Button,2008,166 min.,David Fincher,Cate Blanchett,Julia Ormond,Based-on-20th-Century-Literature
The Father,2020,97 min.,Florian Zeller,Anthony Hopkins,Olivia Colman,Based-on-Theatre
Pride and Prejudice,1995,300 min.,Simon Langton,Jennifer Ehle,Colin Firth,Based-on-19th-Century-Literature
Selma,2014,128 min.,Ava DuVernay,David Oyelowo,Carmen Ejogo,Based-on-a-True-Story
Team America: World Police,2004,98 min.,Trey Parker,Trey Parker,Matt Stone,Action Comedy
The Miracle Worker,1962,106 min.,Arthur Penn,Anne Bancroft,Patty Duke,Based-on-a-True-Story
Purple Noon,1960,115 min.,René Clément,Alain Delon,Maurice Ronet,Based-on-20th-Century-Literature
The Triplets of Belleville,2003,80 min.,Sylvain Chomet,Michel Robin,Michele Caucheteux,Animation
A Very Long Engagement,2004,133 min.,Jean-Pierre Jeunet,Audrey Tautou,Marion Cotillard,Costume Romance
Ghost Dog: The Way of the Samurai,1999,116 min.,Jim Jarmusch,Forest Whitaker,John Tormey,Crime Drama
John Wick: Chapter 3 - Parabellum,2019,130 min.,Chad Stahelski,Keanu Reeves,Halle Berry,Action Thriller
Thor,2011,114 min.,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Action
A Star Is Born,2018,135 min.,Bradley Cooper,Lady Gaga,Bradley Cooper,Addiction Drama
The Miracle of Morgan's Creek,1944,98 min.,Preston Sturges,Eddie Bracken,Betty Hutton,Comedy of Errors
Village of the Damned,1960,77 min.,Wolf Rilla,George Sanders,Barbara Shelley,Based-on-20th-Century-Literature
Enemy of the State,1998,132 min.,Tony Scott,Will Smith,Gene Hackman,Action
Manhattan Murder Mystery,1993,104 min.,Woody Allen,Diane Keaton,Anjelica Huston,Comedy
American Gangster,2007,157 min.,Ridley Scott,Denzel Washington,Russell Crowe,Based-on-a-True-Story
Welcome to the Dollhouse,1996,88 min.,Todd Solondz,Matthew Faber,Angela Pietropinto,Black Comedy
What About Bob?,1991,99 min.,Frank Oz,Bill Murray,Richard Dreyfuss,Comedy
The Man from Nowhere,2010,119 min.,Jeong-beom Lee,Bin Won,Sae-ron Kim,Action Thriller
Anomalisa,2015,90 min.,"Duke Johnson, Charlie Kaufman",Jennifer Jason Leigh,David Thewlis,Animation
"The Way, Way Back",2013,96 min.,"Nat Faxon, Jim Rash",Liam James,AnnaSophia Robb,Comedy Drama
Pi,1998,84 min.,Darren Aronofsky,Sean Gullette,Mark Margolis,Avant-garde / Experimental
Little Caesar,1931,79 min.,Mervyn LeRoy,Edward G. Robinson,Douglas Fairbanks Jr.,Crime Drama
Black Sabbath,1963,92 min.,Mario Bava,Boris Karloff,Michèle Mercier,Anthology Film
The Grifters,1990,119 min.,Stephen Frears,John Cusack,Annette Bening,Con Artist / Hustler
The Poseidon Adventure,1972,117 min.,Ronald Neame,Gene Hackman,Ernest Borgnine,Action
Zootopia,2016,108 min.,"Byron Howard, Rich Moore, Jared Bush",Ginnifer Goodwin,Jason Bateman,Animal Picture
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,84 min.,Larry Charles,Sacha Baron Cohen,Ken Davitian,Based-on-Television
The Gunfighter,1950,85 min.,Henry King,Gregory Peck,Helen Westcott,Drama
Rush Hour,1998,97 min.,Brett Ratner,Chris Tucker,Tom Wilkinson,Action
Matewan,1987,135 min.,John Sayles,Bob Gunton,James Earl Jones,Americana
Claire's Knee,1970,105 min.,Eric Rohmer,Fabrice Luchini,Jean-Claude Brialy,Comedy Drama
"Dr. Mabuse, the Gambler",1922,297 min.,Fritz Lang,Rudolf Klein-Rogge,Aud Egede Nissen,Crime
Drácula,1931,104 min.,George Melford,Barry Norton,Lupita Tovar,Based-on-19th-Century-Literature
Captains Courageous,1937,115 min.,Victor Fleming,Spencer Tracy,Freddie Bartholomew,Adventure Drama
Star Trek: First Contact,1996,111 min.,Jonathan Frakes,Patrick Stewart,Jonathan Frakes,Adventure
Martin,1977,95 min.,George A. Romero,John Amplas,Lincoln Maazel,Crime
The Mummy,1932,73 min.,Karl Freund,Boris Karloff,Zita Johann,Horror
The Music Man,1962,151 min.,Morton DaCosta,Robert Preston,Shirley Jones,Americana
Killers of the Flower Moon,2023,206 min.,Martin Scorsese,Leonardo DiCaprio,Robert De Niro,Based-on-21st-Century-Literature
Martyrs,2008,99 min.,Pascal Laugier,Morjana Alaoui,Mylène Jampanoï,Foreign Language Film
Lady and the Tramp,1955,75 min.,Clyde Geronimi,Barbara Luddy,Larry Roberts,Animated Musical
Eighth Grade,2018,94 min.,Bo Burnham,Elsie Fisher,Josh Hamilton,Comedy Drama
Pleasantville,1998,124 min.,Gary Ross,Jeff Daniels,Joan Allen,Americana
The Spanish Prisoner,1997,110 min.,David Mamet,Campbell Scott,Steve Martin,Crime Thriller
Altered States,1980,102 min.,Ken Russell,William Hurt,Blair Brown,Body Horror
Ronin,1998,121 min.,John Frankenheimer,Robert De Niro,Jean Reno,Action Thriller
Before the Devil Knows You're Dead,2007,117 min.,Sidney Lumet,Ethan Hawke,Albert Finney,Caper
All the King's Men,1949,110 min.,Robert Rossen,Broderick Crawford,John Ireland,Drama
Burn After Reading,2008,96 min.,Joel & Ethan Coen,George Clooney,Frances McDormand,Comedy
The Machinist,2004,101 min.,Brad Anderson,Christian Bale,Aitana Sanchez-Gijon,Mindbender
Trick 'r Treat,2008,82 min.,Michael Dougherty,Anna Paquin,Dylan Baker,Black Comedy
UHF,1989,97 min.,Jay Levey,Weird Al Yankovic,Michael Richards,Absurd Comedy
Once Were Warriors,1994,103 min.,Lee Tamahori,Rena Owen,Mamaengaroa Kerr-Bell,Drama
The Unbearable Lightness of Being,1988,171 min.,Philip Kaufman,Daniel Day-Lewis,Juliette Binoche,Based-on-20th-Century-Literature
Two for the Road,1967,111 min.,Stanley Donen,Audrey Hepburn,Albert Finney,Comedy Drama
Inferno,1980,106 min.,Dario Argento,Irene Miracle,Leigh McCloskey,Horror
Pretty in Pink,1986,96 min.,Howard Deutch,Molly Ringwald,Jon Cryer,Comedy Drama
Far from Heaven,2002,107 min.,Todd Haynes,Julianne Moore,Dennis Quaid,Drama
The Adventures of Buckaroo Banzai Across the 8th Dimension!,1984,103 min.,W.D. Richter,Peter Weller,John Lithgow,Action Comedy
Charley Varrick,1973,111 min.,Don Siegel,Walter Matthau,Joe Don Baker,Action Thriller
Weird Science,1985,94 min.,John Hughes,Anthony Michael Hall,Kelly LeBrock,Based-on-Comics
Waking Life,2001,99 min.,Richard Linklater,Wiley Wiggins,Kim Krizan,Animation
The Uninvited,1944,99 min.,Lewis Allen,Ray Milland,Ruth Hussey,Based-on-20th-Century-Literature
The Chaser,2008,125 min.,Hong-jin Na,Yun-seok Kim,Jung-woo Ha,Action Thriller
Star Wars: The Last Jedi,2017,155 min.,Rian Johnson,Mark Hamill,Carrie Fisher,Action
Stargate,1994,128 min.,Roland Emmerich,Kurt Russell,James Spader,Adventure
How the Grinch Stole Christmas!,1966,26 min.,Chuck Jones,Boris Karloff,,Animation
The Wind That Shakes the Barley,2006,127 min.,Ken Loach,Cillian Murphy,Padraic Delaney,Drama
Red Dawn,1984,114 min.,John Milius,Patrick Swayze,C. Thomas Howell,Action Thriller
A Mighty Wind,2003,91 min.,Christopher Guest,Catherine O'Hara,Eugene Levy,Comedy
Werckmeister Harmonies,2000,145 min.,"Béla Tarr, Ágnes Hranitzky",Hanna Schygulla,Janos Derzsi,Based-on-20th-Century-Literature
The Virgin Suicides,1999,97 min.,Sofia Coppola,James Woods,Scott Glenn,Coming-of-Age
Coal Miner's Daughter,1980,125 min.,Michael Apted,Sissy Spacek,Tommy Lee Jones,Based-on-a-True-Story
The Babadook,2014,95 min.,Jennifer Kent,Essie Davis,Noah Wiseman,Female-Directed Film
Won't You Be My Neighbor?,2018,94 min.,Morgan Neville,Joanne Rogers,Yo-Yo Ma,Biography
The Life of Oharu,1952,148 min.,Kenji Mizoguchi,Kinuyo Tanaka,Tsukie Matsuura,Drama
Seven Psychopaths,2012,109 min.,Martin McDonagh,Colin Farrell,Sam Rockwell,Black Comedy
Layer Cake,2004,105 min.,Matthew Vaughn,Daniel Craig,George Harris,Crime
Control,2007,122 min.,Anton Corbijn,Sam Riley,Alexandra Maria Lara,Based-on-a-True-Story
The Last Man on Earth,1964,86 min.,"Ubaldo Ragona, Sidney Salkow",Vincent Price,Franca Bettoia,Based-on-20th-Century-Literature
Super Troopers,2001,100 min.,Jay Chandrasekhar,Jay Chandrasekhar,Steve Lemme,Absurd Comedy
I Am Cuba,1964,141 min.,Mikhail Kalatozov,Salvador Wood,Sergio Corrieri,Avant-garde / Experimental
The Scarlet Empress,1934,104 min.,Josef von Sternberg,Marlene Dietrich,John Lodge,Based-on-a-True-Story
Port of Shadows,1938,91 min.,Marcel Carné,Jean Gabin,Michel Simon,Crime Drama
Blue Collar,1978,114 min.,Paul Schrader,Richard Pryor,Harvey Keitel,Crime Drama
Rudy,1993,116 min.,David Anspaugh,Sean Astin,Ned Beatty,Biopic
The Man Who Wasn't There,2001,116 min.,Joel & Ethan Coen,Michael Badalucco,Tony Shalhoub,Comedy Drama
The Curse of Frankenstein,1957,82 min.,Terence Fisher,Christopher Lee,Hazel Court,Based-on-19th-Century-Literature
Son of Frankenstein,1939,99 min.,Rowland V. Lee,Basil Rathbone,Boris Karloff,Costume Horror
The Conjuring,2013,112 min.,James Wan,Vera Farmiga,Patrick Wilson,Ghost Film
The Thin Red Line,1998,170 min.,Terrence Malick,Sean Penn,Nick Nolte,Anti-War Film
The Last Seduction,1994,110 min.,John Dahl,Linda Fiorentino,Peter Berg,Crime
Scarecrow,1973,112 min.,Jerry Schatzberg,Ann Wedgeworth,Eileen Brennan,Buddy Film
Equilibrium,2002,107 min.,Kurt Wimmer,Christian Bale,Angus MacFadyen,Action
Written on the Wind,1956,99 min.,Douglas Sirk,Rock Hudson,Lauren Bacall,Drama
Howards End,1992,140 min.,James Ivory,Anthony Hopkins,Vanessa Redgrave,Drama
The Most Dangerous Game,1932,63 min.,"Irving Pichel, Ernest B. Schoedsack",Joel McCrea,Hale Hamilton,Chase Movie
William Shakespeare's Romeo + Juliet,1996,120 min.,Baz Luhrmann,Leonardo DiCaprio,Claire Danes,Based-on-Shakespeare
The Man in the White Suit,1951,85 min.,Alexander Mackendrick,Alec Guinness,Joan Greenwood,Comedy
24 Hour Party People,2002,117 min.,Michael Winterbottom,Shirley Henderson,Lennie James,Based-on-a-True-Story
Shadow of the Vampire,2000,92 min.,E. Elias Merhige,John Malkovich,Willem Dafoe,Costume Horror
When We Were Kings,1996,89 min.,Leon Gast,James Brown,Muhammad Ali,Biography
The Tin Drum,1979,142 min.,Volker Schlöndorff,Mario Adorf,David Bennent,Childhood Drama
Capturing the Friedmans,2003,107 min.,Andrew Jarecki,Arnold Friedman,David Friedman,Biography
Die Nibelungen: Siegfried,1924,100 min.,Fritz Lang,Gertrud Arnold,Margarete Schön,Adventure
Rocky III,1982,99 min.,Sylvester Stallone,Burgess Meredith,Sylvester Stallone,Drama
The Road,2009,119 min.,John Hillcoat,Viggo Mortensen,Kodi Smit-McPhee,Adventure Drama
Dawn of the Dead,2004,110 min.,Zack Snyder,Ving Rhames,Jake Weber,Horror
The Patriot,2000,165 min.,Roland Emmerich,Mel Gibson,Heath Ledger,Drama
Air Force One,1997,124 min.,Wolfgang Petersen,Harrison Ford,Gary Oldman,Action
The Big Boss,1971,99 min.,Wei Lo,Li Quinn,Paul Tien,Action Thriller
The Guest,2014,99 min.,Adam Wingard,Dan Stevens,Maika Monroe,Action
My Favorite Year,1982,92 min.,Richard Benjamin,Peter O'Toole,Mark Linn-Baker,Comedy
Holy Motors,2012,115 min.,Leos Carax,Denis Lavant,Edith Scob,Avant-garde / Experimental
The Thief of Bagdad,1940,106 min.,"Ludwig Berger, Michael Powell, Tim Whelan",Conrad Veidt,Sabu,Adventure
The Phantom of Liberty,1974,104 min.,Luis Buñuel,Adolfo Celi,Adriana Asti,Avant-garde / Experimental
The Secret of NIMH,1982,82 min.,Don Bluth,Elizabeth Hartman,Derek Jacobi,Adventure
King of New York,1990,103 min.,Abel Ferrara,Christopher Walken,David Caruso,Crime Thriller
Closely Watched Trains,1966,93 min.,Jirí Menzel,Vaclav Neckar,Josef Somr,Comedy Drama
Bone Tomahawk,2015,133 min.,S. Craig Zahler,Kurt Russell,Patrick Wilson,Cannibal Film
The Guard,2011,96 min.,John Michael McDonagh,Brendan Gleeson,Don Cheadle,Black Comedy
A Touch of Zen,1971,200 min.,King Hu,Ying Bai,Billy Chan,Action
Runaway Train,1985,111 min.,Andrey Konchalovskiy,Jon Voight,Eric Roberts,Action Thriller
House of Flying Daggers,2004,119 min.,Yimou Zhang,Takeshi Kaneshiro,Ziyi Zhang,Action
Liar Liar,1997,86 min.,Tom Shadyac,Jim Carrey,Maura Tierney,Comedy
Rio Grande,1950,105 min.,John Ford,John Wayne,Maureen O'Hara,Action
Frailty,2001,100 min.,Bill Paxton,Bill Paxton,Matthew McConaughey,Crime Drama
The Bad News Bears,1976,102 min.,Michael Ritchie,Joyce Van Patten,Ben Piazza,Comedy
The Emperor's New Groove,2000,78 min.,Mark Dindal,David Spade,Eartha Kitt,Animated Musical
